question,tag_clean,rank,final_score,composite_score,production_recommended,audit_status,reason_code,row_id,original_tag,e5_margin,gemma_margin,token_alignment,artifact_score,rationale
নিজের নামের বানান ঠিক করতে হলে কি কি ডকুমেন্টস জমা দিতে হবে?,name_correction_in_nid_card,1,0.7333698276462767,0.6863174442897373,True,audited,clean,13129,name_correction_in_nid_card,0.01278454065322876,0.13506513833999634,0.16666666666666666,0.0,নিজের নামের বানান ঠিক করতে কোন ডকুমেন্ট জমা দিতে হবে জানতে চেয়েছে; এটি নামের বানান সংশোধনের কাগজপত্র-সংক্রান্ত intent-এর সঙ্গে মেলে।
আমার নামের বানান সঠিক করতে কোন কোন নথি সংযুক্ত করতে হবে?,name_correction_in_nid_card,2,0.6163105820420293,0.6805411614220515,True,audited,clean,13015,name_correction_in_nid_card,0.013263046741485596,0.12794256210327148,0.16666666666666666,0.0,আমার নামের বানান সঠিক করতে কোন নথি সংযুক্ত করতে হবে—নিজের নামের বানান সংশোধনের প্রয়োজনীয় নথি জানতে চাওয়া হয়েছে।
নামের বানান সঠিক করার জন্য প্রয়োজনীয় দলিলপত্র কী কী?,name_correction_in_nid_card,3,0.6110942576829654,0.6760246857257192,True,audited,clean,13119,name_correction_in_nid_card,0.013750851154327393,0.13350921869277954,0.0,0.0,নামের বানান সঠিক করার জন্য প্রয়োজনীয় দলিলপত্র জানতে চাওয়া হয়েছে; tag-এর কেন্দ্রীয় intent-এর সঙ্গে সামঞ্জস্যপূর্ণ।
আমার নিজের নামের বানান ঠিক করতে কাগজপত্র কী কী লাগবে?,name_correction_in_nid_card,4,0.6046927524400606,0.6699366971849329,True,audited,clean,13019,name_correction_in_nid_card,0.014002382755279541,0.1674014925956726,0.16666666666666666,0.0,আমার নিজের নামের বানান ঠিক করতে কী কাগজপত্র লাগবে জানতে চেয়েছে; পরিষ্কারভাবে নিজের নামের বানান সংশোধন প্রসঙ্গ।
আমার নামের বানান ভুল হলে সংশোধনের জন্য কী কী দলিল প্রয়োজন হয়?,name_correction_in_nid_card,5,0.5951268668396269,0.6619081360820801,True,audited,clean,13012,name_correction_in_nid_card,0.008102476596832275,0.06904542446136475,0.16666666666666666,0.0,আমার নামের বানান ভুল হলে সংশোধনের জন্য কী দলিল প্রয়োজন—নিজের নামের বানান সংশোধন ও নথির প্রশ্ন।
"নামের বানান সংশোধন করতে চাই, কাগজপত্র কি কি লাগবে?",name_correction_in_nid_card,6,0.5942601150367781,0.6614318347074987,True,audited,clean,13111,name_correction_in_nid_card,0.01393812894821167,0.08838659524917603,0.0,0.0,নামের বানান সংশোধন করতে চাই এবং কাগজপত্র জানতে চেয়েছে; tag intent-এর সঙ্গে সরাসরি মেলে।
জাতীয় পরিচয়পত্রে নামের বানান শুদ্ধ করতে কাগজপত্র কী চাই?,name_correction_in_nid_card,7,0.5926863621666679,0.6583386772606559,True,audited,clean,13080,name_correction_in_nid_card,0.01678568124771118,0.0423511266708374,0.16666666666666666,0.0,জাতীয় পরিচয়পত্রে নামের বানান শুদ্ধ করতে কাগজপত্র জানতে চেয়েছে; NID name spelling correction-এর পরিষ্কার উদাহরণ।
নামের বানান ভুল সংশোধন করতে হলে কী কী ডকুমেন্ট দরকার হয়?,name_correction_in_nid_card,8,0.5917204857430832,0.6593358160715137,True,audited,clean,13108,name_correction_in_nid_card,0.009867370128631592,0.0910685658454895,0.0,0.0,নামের বানান ভুল সংশোধন করতে কী ডকুমেন্ট দরকার তা জানতে চাওয়া হয়েছে; বিষয়টি নামের বানান সংশোধনের কাগজপত্র।
নামের বানান ঠিক করতে অফিশিয়ালি কোন কোন কাগজপত্র লাগে?,name_correction_in_nid_card,9,0.5913945817263914,0.6583482286800976,True,audited,clean,13102,name_correction_in_nid_card,0.014491736888885498,0.10771417617797852,0.0,0.0,নামের বানান ঠিক করতে অফিসিয়ালি কোন কাগজপত্র লাগে জানতে চেয়েছে; সংশোধনের প্রয়োজনীয় নথি প্রসঙ্গ স্পষ্ট।
"নামের বানান পরিবর্তন নয়, সংশোধনের জন্য কী কী কাগজপত্র চাই?",name_correction_in_nid_card,10,0.5904370587231861,0.6561179460838085,True,audited,clean,13106,name_correction_in_nid_card,0.013334810733795166,0.09441441297531128,0.0,0.0,"নামের বানান পরিবর্তন নয়, সংশোধনের জন্য কাগজপত্র জানতে চেয়েছে; name-change sibling থেকে আলাদা করে tag intent পরিষ্কার করেছে।"
জাতীয় পরিচয়পত্রে নামের ভুল বানান ঠিক করতে কী কী কাগজপত্র চাই?,name_correction_in_nid_card,11,0.5842647090733267,0.6518547994865656,True,audited,clean,13084,name_correction_in_nid_card,0.008398234844207764,0.05168026685714722,0.0,0.0,জাতীয় পরিচয়পত্রে নামের ভুল বানান ঠিক করার কাগজপত্র জানতে চাওয়া হয়েছে; NID নামের বানান সংশোধনের clean উদাহরণ।
জাতীয় পরিচয়পত্রে নাম ঠিক করার জন্য যে নথি লাগে সেগুলো কী?,name_correction_in_nid_card,12,0.5825246716741053,0.6491838111429508,True,audited,clean,13064,name_correction_in_nid_card,0.011713624000549316,0.07155650854110718,0.0,0.0,জাতীয় পরিচয়পত্রে নাম ঠিক করার প্রয়োজনীয় নথি জানতে চেয়েছে; NID name correction-এর intent-এর সঙ্গে মেলে।
জাতীয় পরিচয়পত্রে নামের বানান শুদ্ধ করতে কি কি evidence দরকার?,name_correction_in_nid_card,13,0.5809529452591622,0.6484070291720766,True,audited,clean,13081,name_correction_in_nid_card,0.015869319438934326,0.06720370054244995,0.16666666666666666,0.0,জাতীয় পরিচয়পত্রে নামের বানান শুদ্ধ করতে evidence/প্রমাণ কী দরকার জানতে চেয়েছে; সংশোধনের নথিপত্র প্রসঙ্গ।
এনআইডিতে নিজ নাম ঠিক করতে কী কী কাগজপত্র প্রয়োজন?,name_correction_in_nid_card,14,0.579734383254483,0.646648669307017,True,audited,clean,13056,name_correction_in_nid_card,0.0075225830078125,0.08544927835464478,0.0,0.0,এনআইডিতে নিজ নাম ঠিক করতে কী কাগজপত্র প্রয়োজন জানতে চেয়েছে; নিজের NID নাম সংশোধনের স্পষ্ট উদাহরণ।
"নামের বানান ঠিক করতে চাই, আবেদন করার জন্য কি কি দলিল লাগবে?",name_correction_in_nid_card,15,0.5793889998096247,0.6480131348824854,True,audited,clean,13103,name_correction_in_nid_card,0.012148857116699219,0.10712772607803345,0.0,0.0,নামের বানান ঠিক করার আবেদন করতে কী দলিল লাগবে জানতে চেয়েছে; নামের বানান সংশোধনের প্রয়োজনীয় কাগজপত্র প্রসঙ্গ।
নামের বাংলা বানান শুদ্ধ করতে কোন কোন কাগজ জমা দিতে হবে?,name_correction_in_nid_card,16,0.5772889962269645,0.6445948165342821,True,audited,clean,13100,name_correction_in_nid_card,0.01571422815322876,0.1212039589881897,0.16666666666666666,0.0,নামের বাংলা বানান শুদ্ধ করতে কোন কাগজ জমা দিতে হবে জানতে চেয়েছে; নিজের নামের বানান সংশোধনের নথি প্রসঙ্গে যথাযথ।
নিজের নামের ভুল বানান সংশোধনের সময় কোন নথি দিতে হবে?,name_correction_in_nid_card,17,0.5770172259368114,0.6455320460859021,True,audited,clean,13130,name_correction_in_nid_card,0.010001063346862793,0.09080904722213745,0.0,0.0,নিজের নামের ভুল বানান সংশোধনের সময় কোন নথি দিতে হবে জানতে চেয়েছে; tag intent পরিষ্কার।
জাতীয় পরিচয় পত্রে নিজের নাম সংশোধনের জন্য কি কি কাগজপত্র জমা দিতে হয়?,name_correction_in_nid_card,18,0.5694168063805402,0.6378585428799022,True,audited,clean,13061,name_correction_in_nid_card,0.007582962512969971,0.033657073974609375,0.0,0.0,জাতীয় পরিচয় পত্রে নিজের নাম সংশোধনের জন্য কী কাগজপত্র জমা দিতে হয় জানতে চেয়েছে; NID own-name correction intent।
