question,tag_clean,rank,final_score,composite_score,production_recommended,audit_status,reason_code,row_id,original_tag,e5_margin,gemma_margin,token_alignment,artifact_score,rationale,review_decision,review_reason_code,review_rationale
এনআইডি অনলাইন লকড অ্যাকাউন্ট কিভাবে ঠিক করব?,account_locked,1,0.7772260161082678,0.7379129601273738,True,audited,clean,60,account_locked,0.0118214488029479,0.1248593926429748,0.1666666666666666,0.0,Directly asks how to fix a locked NID online account; matches tag intent.,not_reviewed,,
এনআইডি লগইন বার্তা “অ্যাকাউন্ট লকড” সমাধান কীভাবে?,account_locked,2,0.661458396899255,0.7365455280468028,True,audited,clean,123,account_locked,0.0102244615554809,0.0967840552330017,0.3333333333333333,0.0,"Mentions NID login message ""account locked"" and asks for solution; clean fit.",not_reviewed,,
এনআইডি অনলাইন পোর্টালে আমার অ্যাকাউন্ট লক হয়ে গেছে; করণীয় কী?,account_locked,3,0.6566799593926614,0.7326095941437796,True,audited,clean,58,account_locked,0.0131044387817382,0.1069193482398986,0.1666666666666666,0.0,States NID online portal account is locked and asks what to do; matches intent.,not_reviewed,,
"এনআইডি পোর্টালে একাউন্ট লক হয়েছে, ঠিক করার উপায় কী?",account_locked,4,0.655159745171888,0.731745910801488,True,audited,clean,107,account_locked,0.0122492313385009,0.0745796561241149,0.1666666666666666,0.0,Asks the way to fix a locked account on the NID portal; clean fit.,not_reviewed,,
NID সাইটে অ্যাকাউন্ট লকড পরবর্তী করণীয় কী?,account_locked,5,0.6382988467966263,0.7152857054582779,True,audited,clean,17,account_locked,0.0107263326644897,0.1095488667488098,0.1666666666666666,0.0,General question about what to do after NID site account is locked; no excluded detail.,not_reviewed,,
"এনআইডি অনলাইন পোর্টালে “আপনার একাউন্ট লক করা হয়েছে” মেসেজ দেখায়, করণীয় কি?",account_locked,6,0.6380263685043872,0.7165934280781887,True,audited,clean,59,account_locked,0.0136248469352722,0.0941146612167358,0.0,0.0,Describes account locked message in NID portal and asks next action; fits tag.,not_reviewed,,
এনআইডি লগইনে “আপনার অ্যাকাউন্ট লকড” বার্তা আসছে সমাধান কী?,account_locked,7,0.6332242782678281,0.7128356102488089,True,audited,clean,133,account_locked,0.0109638571739196,0.0860791206359863,0.0,0.0,NID login shows account locked message and asks for solution; matches tag.,not_reviewed,,
এনআইডি অনলাইন অ্যাকাউন্ট লক হলে কী ধরণের পদক্ষেপ নিতে হবে?,account_locked,8,0.6331229337916225,0.7115579324275427,True,audited,clean,53,account_locked,0.011979341506958,0.1075928211212158,0.0,0.0,Asks what steps to take when an NID online account is locked; clean self-help intent.,not_reviewed,,
অ্যাকাউন্ট লক হওয়ায় এনআইডি অনলাইনে ঢুকতে পারছি না কি করতে হবে?,account_locked,9,0.6256685539781046,0.7053780897287768,True,audited,clean,25,account_locked,0.0123290419578552,0.050957977771759,0.0,0.0,Cannot access NID online because account is locked and asks what to do; fits intent.,not_reviewed,,
এনআইডি একাউন্ট লক দেখালে কি করতে হবে?,account_locked,10,0.6250981086852326,0.7043074568161285,True,audited,clean,86,account_locked,0.0119364261627197,0.0891558527946472,0.0,0.0,Asks what to do when NID account shows locked; clean match.,not_reviewed,,
